age,12,ist1,rw,20,sw,134
age,12,ist1,rw,19,sw,134
age,12,ist1,rw,18,sw,134
age,12,ist1,rw,17,sw,134
age,12,ist1,rw,16,sw,134
age,12,ist1,rw,15,sw,134
age,12,ist1,rw,14,sw,130
age,12,ist1,rw,13,sw,126
age,12,ist1,rw,12,sw,122
age,12,ist1,rw,11,sw,118
age,12,ist1,rw,10,sw,114
age,12,ist1,rw,9,sw,110
age,12,ist1,rw,8,sw,106
age,12,ist1,rw,7,sw,102
age,12,ist1,rw,6,sw,98
age,12,ist1,rw,5,sw,94
age,12,ist1,rw,4,sw,90
age,12,ist1,rw,3,sw,86
age,12,ist1,rw,2,sw,82
age,12,ist1,rw,1,sw,78
age,12,ist1,rw,0,sw,74
age,12,ist2,rw,20,sw,133
age,12,ist2,rw,19,sw,133
age,12,ist2,rw,18,sw,133
age,12,ist2,rw,17,sw,133
age,12,ist2,rw,16,sw,133
age,12,ist2,rw,15,sw,133
age,12,ist2,rw,14,sw,129
age,12,ist2,rw,13,sw,125
age,12,ist2,rw,12,sw,120
age,12,ist2,rw,11,sw,116
age,12,ist2,rw,10,sw,112
age,12,ist2,rw,9,sw,108
age,12,ist2,rw,8,sw,104
age,12,ist2,rw,7,sw,100
age,12,ist2,rw,6,sw,95
age,12,ist2,rw,5,sw,91
age,12,ist2,rw,4,sw,87
age,12,ist2,rw,3,sw,83
age,12,ist2,rw,2,sw,79
age,12,ist2,rw,1,sw,75
age,12,ist2,rw,0,sw,70
age,12,ist3,rw,20,sw,135
age,12,ist3,rw,19,sw,135
age,12,ist3,rw,18,sw,135
age,12,ist3,rw,17,sw,135
age,12,ist3,rw,16,sw,135
age,12,ist3,rw,15,sw,135
age,12,ist3,rw,14,sw,132
age,12,ist3,rw,13,sw,128
age,12,ist3,rw,12,sw,124
age,12,ist3,rw,11,sw,120
age,12,ist3,rw,10,sw,116
age,12,ist3,rw,9,sw,112
age,12,ist3,rw,8,sw,108
age,12,ist3,rw,7,sw,105
age,12,ist3,rw,6,sw,101
age,12,ist3,rw,5,sw,97
age,12,ist3,rw,4,sw,93
age,12,ist3,rw,3,sw,89
age,12,ist3,rw,2,sw,85
age,12,ist3,rw,1,sw,82
age,12,ist3,rw,0,sw,78
age,12,ist4,rw,20,sw,132
age,12,ist4,rw,19,sw,132
age,12,ist4,rw,18,sw,132
age,12,ist4,rw,17,sw,132
age,12,ist4,rw,16,sw,132
age,12,ist4,rw,15,sw,132
age,12,ist4,rw,14,sw,129
age,12,ist4,rw,13,sw,125
age,12,ist4,rw,12,sw,121
age,12,ist4,rw,11,sw,117
age,12,ist4,rw,10,sw,114
age,12,ist4,rw,9,sw,110
age,12,ist4,rw,8,sw,106
age,12,ist4,rw,7,sw,103
age,12,ist4,rw,6,sw,99
age,12,ist4,rw,5,sw,95
age,12,ist4,rw,4,sw,91
age,12,ist4,rw,3,sw,88
age,12,ist4,rw,2,sw,84
age,12,ist4,rw,1,sw,80
age,12,ist4,rw,0,sw,77
age,12,ist5,rw,20,sw,133
age,12,ist5,rw,19,sw,133
age,12,ist5,rw,18,sw,133
age,12,ist5,rw,17,sw,133
age,12,ist5,rw,16,sw,133
age,12,ist5,rw,15,sw,133
age,12,ist5,rw,14,sw,129
age,12,ist5,rw,13,sw,126
age,12,ist5,rw,12,sw,122
age,12,ist5,rw,11,sw,118
age,12,ist5,rw,10,sw,114
age,12,ist5,rw,9,sw,111
age,12,ist5,rw,8,sw,107
age,12,ist5,rw,7,sw,103
age,12,ist5,rw,6,sw,100
age,12,ist5,rw,5,sw,96
age,12,ist5,rw,4,sw,92
age,12,ist5,rw,3,sw,89
age,12,ist5,rw,2,sw,85
age,12,ist5,rw,1,sw,81
age,12,ist5,rw,0,sw,77
age,12,ist6,rw,20,sw,133
age,12,ist6,rw,19,sw,133
age,12,ist6,rw,18,sw,133
age,12,ist6,rw,17,sw,133
age,12,ist6,rw,16,sw,133
age,12,ist6,rw,15,sw,130
age,12,ist6,rw,14,sw,127
age,12,ist6,rw,13,sw,123
age,12,ist6,rw,12,sw,120
age,12,ist6,rw,11,sw,117
age,12,ist6,rw,10,sw,113
age,12,ist6,rw,9,sw,110
age,12,ist6,rw,8,sw,107
age,12,ist6,rw,7,sw,103
age,12,ist6,rw,6,sw,100
age,12,ist6,rw,5,sw,97
age,12,ist6,rw,4,sw,93
age,12,ist6,rw,3,sw,90
age,12,ist6,rw,2,sw,87
age,12,ist6,rw,1,sw,83
age,12,ist6,rw,0,sw,80
age,12,ist7,rw,20,sw,134
age,12,ist7,rw,19,sw,134
age,12,ist7,rw,18,sw,134
age,12,ist7,rw,17,sw,134
age,12,ist7,rw,16,sw,130
age,12,ist7,rw,15,sw,127
age,12,ist7,rw,14,sw,123
age,12,ist7,rw,13,sw,120
age,12,ist7,rw,12,sw,116
age,12,ist7,rw,11,sw,113
age,12,ist7,rw,10,sw,109
age,12,ist7,rw,9,sw,105
age,12,ist7,rw,8,sw,102
age,12,ist7,rw,7,sw,98
age,12,ist7,rw,6,sw,95
age,12,ist7,rw,5,sw,91
age,12,ist7,rw,4,sw,88
age,12,ist7,rw,3,sw,84
age,12,ist7,rw,2,sw,80
age,12,ist7,rw,1,sw,77
age,12,ist7,rw,0,sw,74
age,12,ist8,rw,20,sw,133
age,12,ist8,rw,19,sw,133
age,12,ist8,rw,18,sw,133
age,12,ist8,rw,17,sw,130
age,12,ist8,rw,16,sw,127
age,12,ist8,rw,15,sw,123
age,12,ist8,rw,14,sw,120
age,12,ist8,rw,13,sw,117
age,12,ist8,rw,12,sw,114
age,12,ist8,rw,11,sw,111
age,12,ist8,rw,10,sw,108
age,12,ist8,rw,9,sw,105
age,12,ist8,rw,8,sw,102
age,12,ist8,rw,7,sw,98
age,12,ist8,rw,6,sw,95
age,12,ist8,rw,5,sw,92
age,12,ist8,rw,4,sw,89
age,12,ist8,rw,3,sw,86
age,12,ist8,rw,2,sw,83
age,12,ist8,rw,1,sw,80
age,12,ist8,rw,0,sw,77
age,12,ist9,rw,20,sw,133
age,12,ist9,rw,19,sw,133
age,12,ist9,rw,18,sw,133
age,12,ist9,rw,17,sw,130
age,12,ist9,rw,16,sw,127
age,12,ist9,rw,15,sw,124
age,12,ist9,rw,14,sw,121
age,12,ist9,rw,13,sw,119
age,12,ist9,rw,12,sw,116
age,12,ist9,rw,11,sw,113
age,12,ist9,rw,10,sw,110
age,12,ist9,rw,9,sw,107
age,12,ist9,rw,8,sw,104
age,12,ist9,rw,7,sw,101
age,12,ist9,rw,6,sw,98
age,12,ist9,rw,5,sw,95
age,12,ist9,rw,4,sw,92
age,12,ist9,rw,3,sw,89
age,12,ist9,rw,2,sw,86
age,12,ist9,rw,1,sw,83
age,12,ist9,rw,0,sw,80
age,12,gesamt,rw,>0,sw,68
age,12,gesamt,rw,>10,sw,74
age,12,gesamt,rw,>20,sw,80
age,12,gesamt,rw,>30,sw,86
age,12,gesamt,rw,>40,sw,92
age,12,gesamt,rw,>50,sw,98
age,12,gesamt,rw,>60,sw,104
age,12,gesamt,rw,>70,sw,109
age,12,gesamt,rw,>80,sw,115
age,12,gesamt,rw,>90,sw,121
age,12,gesamt,rw,>100,sw,127
age,12,gesamt,rw,>110,sw,133
age,12,gesamt,rw,>120,sw,139
age,12,gesamt,rw,>130,sw,139
age,12,gesamt,rw,>140,sw,139
age,12,gesamt,rw,>150,sw,139
age,12,gesamt,rw,>160,sw,139
age,12,gesamt,rw,>170,sw,139
age,13,ist1,rw,20,sw,134
age,13,ist1,rw,19,sw,134
